YEAR,MEASURE,SUB-MEASURE,SUB-MEASURE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,UNITS
2013,Economic Impact,Indirect Expenditure,Indirect Expenditure,"4,457","6,234","7,701","12,519","15,157","14,379","17,391","20,197","14,961","10,117","7,065","5,984","136,162",£000s
2013,Economic Impact,Direct Revenue,Direct Revenue,"11,115","15,646","19,361","30,536","37,565","35,780","42,796","49,871","36,854","24,785","17,728","15,012","337,050",£000s
2013,Economic Impact,VAT,VAT,"2,223","3,129","3,872","6,107","7,513","7,156","8,559","9,974","7,371","4,957","3,546","3,002","67,410",£000s
2013,Economic Impact,Serviced Accommodation,Serviced Accommodation,"5,477","8,264","10,909","9,564","12,497","13,020","15,296","17,399","11,268","10,430","9,204","7,585","130,912",£000s
2013,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,"3,706","4,758","7,303","11,019","18,537","18,718","20,618","25,137","18,026","10,038","6,017","4,404","148,281",£000s
2013,Economic Impact,SFR,SFR,921,295,373,731,521,411,615,646,368,350,287,800,"6,319",£000s
2013,Economic Impact,Day Visitor,Day Visitor,"7,692","11,692","12,349","27,850","28,679","25,167","32,217","36,859","29,524","19,040","12,829","11,211","255,110",£000s
2013,Economic Impact,Accommodation,Accommodation,"2,756","4,034","5,368","5,309","6,955","7,144","10,200","11,586","6,460","5,634","4,484","3,654","73,582",£000s
2013,Economic Impact,Food & Drink,Food & Drink,"2,723","3,736","4,602","7,865","9,612","9,077","10,230","11,995","9,502","6,150","4,279","3,664","83,433",£000s
2013,Economic Impact,Recreation,Recreation,"1,011","1,402","1,708","3,080","3,874","3,646","4,074","4,824","3,835","2,335","1,613","1,371","32,775",£000s
2013,Economic Impact,Shopping,Shopping,"3,226","4,553","5,323","10,083","11,800","10,888","12,706","14,843","11,800","7,469","5,130","4,434","102,254",£000s
2013,Economic Impact,Transport,Transport,"1,399","1,922","2,361","4,200","5,324","5,026","5,586","6,623","5,258","3,197","2,221","1,891","45,006",£000s
2013,Economic Impact,Direct Expenditure,Direct Expenditure,"13,338","18,776","23,234","36,644","45,078","42,937","51,355","59,845","44,225","29,742","21,273","18,015","404,460",£000s
2013,Population,Total,Total,"38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000","38,000",Persons
2013,Employment,Serviced Accommodation,Serviced Accommodation,"2,177","2,345","2,514","2,441","2,653","2,716","2,762","2,897","2,560","2,489","2,405","2,306","2,522",FTEs
2013,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,"1,824","1,924","2,243","2,662","3,470","3,488","3,361","3,795","3,412","2,528","2,076","1,899","2,723",FTEs
2013,Employment,SFR,SFR,114,37,46,91,65,51,76,80,46,43,36,99,65,FTEs
2013,Employment,Day Visitor,Day Visitor,941,"1,431","1,511","3,408","3,510","3,080","3,942","4,511","3,613","2,330","1,570","1,372","2,602",FTEs
2013,Employment,Direct Employment,Direct Employment,"5,056","5,736","6,314","8,602","9,698","9,335","10,142","11,283","9,631","7,391","6,086","5,676","7,912",FTEs
2013,Employment,Indirect Employment,Indirect Employment,634,887,"1,096","1,781","2,156","2,046","2,474","2,873","2,128","1,439","1,005",851,"1,614",FTEs
2013,Employment,Total,Total,"5,690","6,623","7,409","10,383","11,854","11,381","12,616","14,156","11,760","8,830","7,091","6,527","9,527",FTEs
2013,Employment,Accommodation,Accommodation,"3,401","3,436","3,543","3,610","3,653","3,682","3,700","3,721","3,628","3,599","3,464","3,427","3,572",FTEs
2013,Employment,Food & Drink,Food & Drink,600,823,"1,013","1,732","2,117","1,999","2,253","2,641","2,092","1,354",942,807,"1,531",FTEs
2013,Employment,Recreation,Recreation,270,375,456,823,"1,035",974,"1,089","1,289","1,025",624,431,366,730,FTEs
2013,Employment,Shopping,Shopping,648,914,"1,069","2,024","2,369","2,186","2,551","2,980","2,369","1,499","1,030",890,"1,711",FTEs
2013,Employment,Transport,Transport,138,189,232,413,524,494,550,652,517,314,218,186,369,FTEs
2013,Visitor Days,Serviced Accommodation,Serviced Accommodation,53,79,106,94,123,128,134,153,111,102,89,73,"1,244",000s
2013,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,70,90,139,214,374,377,356,445,362,192,115,83,"2,816",000s
2013,Visitor Days,SFR,SFR,21,7,8,16,12,9,14,14,8,8,6,18,142,000s
2013,Visitor Days,Day Visitor,Day Visitor,228,346,365,824,849,745,953,"1,091",874,563,380,332,"7,549",000s
2013,Visitor Days,Total,Total,371,521,619,"1,148","1,357","1,260","1,456","1,703","1,355",865,590,506,"11,750",000s
2013,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,30,54,65,45,63,65,66,67,68,51,58,58,692,000s
2013,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,9,14,21,38,65,58,53,65,57,34,22,12,449,000s
2013,Visitor Numbers,SFR,SFR,8,3,4,6,5,4,6,6,4,4,3,7,60,000s
2013,Visitor Numbers,Day Visitor,Day Visitor,228,346,365,824,849,745,953,"1,091",874,563,380,332,"7,549",000s
2013,Visitor Numbers,Total,Total,276,417,456,913,983,872,"1,078","1,229","1,003",651,463,409,"8,750",000s
2013,Vehicle Days,Serviced Accommodation,Serviced Accommodation,16,31,43,27,39,40,39,44,32,33,30,22,396,000s
2013,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,20,32,41,56,111,112,97,120,107,51,33,19,799,000s
2013,Vehicle Days,SFR,SFR,6,2,2,5,3,3,4,4,2,2,2,5,40,000s
2013,Vehicle Days,Day Visitor,Day Visitor,54,94,99,185,191,191,214,245,207,153,103,79,"1,817",000s
2013,Vehicle Days,Total,Total,96,159,185,274,343,346,354,414,349,240,168,124,"3,052",000s
2013,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,9,21,27,13,20,20,19,19,20,16,19,17,221,000s
2013,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,3,5,6,10,19,17,14,18,17,9,6,3,127,000s
2013,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2013,Vehicle Numbers,Day Visitor,Day Visitor,54,94,99,185,191,191,214,245,207,153,103,79,"1,817",000s
2013,Vehicle Numbers,Total,Total,68,121,133,210,232,230,250,284,245,179,130,101,"2,182",000s
2013,Accommodation,Serviced Accommodation,Serviced Accommodation,"6,580","6,597","6,632","6,637","6,637","6,637","6,643","6,643","6,643","6,643","6,615","6,600","6,643",Bed Spaces
2013,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"12,687","13,371","18,477","22,011","22,155","22,155","22,160","22,049","22,131","21,287","15,275","13,611","22,160",Bed Spaces
2013,Accommodation,Total,Total,"19,267","19,968","25,110","28,647","28,792","28,792","28,803","28,692","28,774","27,930","21,890","20,210","28,803",Bed Spaces
2013,Economic Impact,Total,Total,"17,795","25,009","30,935","49,163","60,235","57,315","68,747","80,042","59,186","39,858","28,338","23,999","540,622",£000s
2014,Economic Impact,Indirect Expenditure,Indirect Expenditure,"4,770","6,858","8,110","13,364","15,606","14,571","18,647","20,448","16,643","11,096","7,442","6,138","143,692",£000s
2014,Economic Impact,Direct Revenue,Direct Revenue,"11,755","16,935","20,269","32,511","38,855","36,084","46,217","50,437","41,119","27,099","18,526","15,272","355,079",£000s
2014,Economic Impact,VAT,VAT,"2,351","3,387","4,054","6,502","7,771","7,217","9,243","10,087","8,224","5,420","3,705","3,054","71,016",£000s
2014,Economic Impact,Serviced Accommodation,Serviced Accommodation,"5,100","7,301","10,809","9,766","14,394","12,594","18,447","17,876","13,472","11,117","9,062","7,329","137,268",£000s
2014,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,"4,070","5,152","7,874","11,774","18,941","19,120","21,548","27,054","19,711","11,194","6,746","4,962","158,147",£000s
2014,Economic Impact,SFR,SFR,951,302,385,756,535,418,641,672,387,368,300,831,"6,546",£000s
2014,Economic Impact,Day Visitor,Day Visitor,"8,755","14,425","13,365","30,080","28,362","25,740","33,470","35,370","32,416","20,935","13,565","11,342","267,826",£000s
2014,Economic Impact,Accommodation,Accommodation,"2,651","3,686","5,402","5,457","7,696","7,035","11,499","11,997","7,446","6,028","4,516","3,626","77,038",£000s
2014,Economic Impact,Food & Drink,Food & Drink,"2,941","4,191","4,863","8,422","9,854","9,202","10,973","12,121","10,563","6,768","4,523","3,763","88,185",£000s
2014,Economic Impact,Recreation,Recreation,"1,101","1,597","1,814","3,302","3,939","3,693","4,337","4,866","4,243","2,570","1,709","1,408","34,577",£000s
2014,Economic Impact,Shopping,Shopping,"3,546","5,284","5,694","10,833","11,945","11,073","13,447","14,765","13,046","8,216","5,432","4,536","107,817",£000s
2014,Economic Impact,Transport,Transport,"1,517","2,176","2,497","4,497","5,421","5,082","5,961","6,688","5,822","3,516","2,347","1,939","47,462",£000s
2014,Economic Impact,Direct Expenditure,Direct Expenditure,"14,106","20,322","24,323","39,013","46,626","43,301","55,460","60,524","49,343","32,518","22,231","18,326","426,095",£000s
2014,Population,Total,Total,"38,039","38,039","38,039","38,039","38,039","38,039","38,039","38,039","38,039","38,039","38,039","38,039","38,039",Persons
2014,Employment,Serviced Accommodation,Serviced Accommodation,"2,061","2,185","2,396","2,345","2,723","2,580","2,843","2,787","2,639","2,421","2,291","2,191","2,455",FTEs
2014,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,"2,009","2,110","2,438","2,854","3,596","3,613","3,554","4,053","3,659","2,753","2,283","2,097","2,918",FTEs
2014,Employment,SFR,SFR,113,36,46,90,64,50,76,80,46,44,36,99,65,FTEs
2014,Employment,Day Visitor,Day Visitor,"1,029","1,695","1,571","3,535","3,333","3,025","3,934","4,157","3,810","2,461","1,594","1,333","2,623",FTEs
2014,Employment,Direct Employment,Direct Employment,"5,212","6,026","6,450","8,825","9,716","9,268","10,407","11,077","10,154","7,679","6,204","5,720","8,062",FTEs
2014,Employment,Indirect Employment,Indirect Employment,652,937,"1,108","1,826","2,132","1,991","2,548","2,794","2,274","1,516","1,017",839,"1,636",FTEs
2014,Employment,Total,Total,"5,864","6,963","7,558","10,651","11,849","11,259","12,955","13,871","12,429","9,195","7,221","6,559","9,698",FTEs
2014,Employment,Accommodation,Accommodation,"3,481","3,506","3,622","3,683","3,806","3,759","3,817","3,786","3,766","3,672","3,540","3,505","3,662",FTEs
2014,Employment,Food & Drink,Food & Drink,622,886,"1,028","1,781","2,084","1,946","2,321","2,563","2,234","1,431",957,796,"1,554",FTEs
2014,Employment,Recreation,Recreation,283,410,465,847,"1,011",948,"1,113","1,249","1,089",660,438,361,740,FTEs
2014,Employment,Shopping,Shopping,684,"1,019","1,098","2,089","2,303","2,135","2,593","2,847","2,515","1,584","1,047",875,"1,732",FTEs
2014,Employment,Transport,Transport,143,206,236,425,512,480,563,632,550,332,222,183,374,FTEs
2014,Visitor Days,Serviced Accommodation,Serviced Accommodation,49,69,103,95,139,122,158,153,131,107,87,70,"1,281",000s
2014,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,75,95,147,223,371,375,368,472,386,209,126,91,"2,937",000s
2014,Visitor Days,SFR,SFR,21,7,8,16,12,9,14,15,8,8,7,18,143,000s
2014,Visitor Days,Day Visitor,Day Visitor,252,415,385,866,817,741,964,"1,018",933,603,391,327,"7,712",000s
2014,Visitor Days,Total,Total,396,586,643,"1,200","1,339","1,247","1,503","1,658","1,459",927,610,506,"12,073",000s
2014,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,25,43,58,41,64,55,79,68,81,54,56,56,682,000s
2014,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,9,13,20,36,58,52,55,70,61,37,25,14,450,000s
2014,Visitor Numbers,SFR,SFR,8,3,4,6,5,4,6,6,4,4,3,7,60,000s
2014,Visitor Numbers,Day Visitor,Day Visitor,252,415,385,866,817,741,964,"1,018",933,603,391,327,"7,712",000s
2014,Visitor Numbers,Total,Total,295,475,467,949,945,853,"1,104","1,162","1,079",697,475,403,"8,905",000s
2014,Vehicle Days,Serviced Accommodation,Serviced Accommodation,14,27,42,28,44,38,46,45,38,35,29,21,407,000s
2014,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,21,34,43,59,110,111,100,127,114,56,36,21,832,000s
2014,Vehicle Days,SFR,SFR,6,2,2,5,3,3,4,4,2,2,2,5,40,000s
2014,Vehicle Days,Day Visitor,Day Visitor,60,113,104,195,184,191,217,229,222,164,106,78,"1,861",000s
2014,Vehicle Days,Total,Total,102,176,192,286,341,342,366,405,376,257,173,124,"3,140",000s
2014,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,8,17,24,12,20,17,23,19,23,18,19,17,216,000s
2014,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,3,5,6,10,17,15,15,19,18,10,7,3,127,000s
2014,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2014,Vehicle Numbers,Day Visitor,Day Visitor,60,113,104,195,184,191,217,229,222,164,106,78,"1,861",000s
2014,Vehicle Numbers,Total,Total,73,135,136,218,223,224,256,269,264,192,133,99,"2,222",000s
2014,Accommodation,Serviced Accommodation,Serviced Accommodation,"6,362","6,369","6,405","6,409","6,409","6,409","6,409","6,409","6,409","6,409","6,388","6,379","6,409",Bed Spaces
2014,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"13,296","13,985","19,143","22,620","22,765","22,765","22,765","22,654","22,736","21,892","15,883","14,220","22,765",Bed Spaces
2014,Accommodation,Total,Total,"19,658","20,354","25,547","29,029","29,174","29,174","29,174","29,063","29,145","28,301","22,271","20,598","29,174",Bed Spaces
2014,Economic Impact,Total,Total,"18,876","27,180","32,433","52,376","62,233","57,872","74,107","80,972","65,986","43,614","29,673","24,465","569,787",£000s
2015,Economic Impact,Indirect Expenditure,Indirect Expenditure,"5,251","6,722","8,630","13,618","15,783","15,050","18,880","20,214","16,193","11,730","7,584","6,070","145,725",£000s
2015,Economic Impact,Direct Revenue,Direct Revenue,"12,937","16,579","21,377","33,035","39,260","37,407","46,674","49,931","39,860","28,590","18,685","14,981","359,316",£000s
2015,Economic Impact,VAT,VAT,"2,587","3,316","4,275","6,607","7,852","7,481","9,335","9,986","7,972","5,718","3,737","2,996","71,863",£000s
2015,Economic Impact,Serviced Accommodation,Serviced Accommodation,"5,258","7,065","9,907","9,105","14,095","13,516","17,666","18,067","12,195","10,959","7,955","6,534","132,323",£000s
2015,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,"4,044","5,122","7,917","11,827","19,311","19,383","21,866","27,663","20,116","11,281","6,746","4,965","160,241",£000s
2015,Economic Impact,SFR,SFR,983,311,392,769,549,430,654,689,396,375,305,847,"6,700",£000s
2015,Economic Impact,Day Visitor,Day Visitor,"10,490","14,118","16,067","31,561","28,940","26,609","34,702","33,711","31,319","23,423","15,000","11,701","277,641",£000s
2015,Economic Impact,Accommodation,Accommodation,"2,640","3,498","4,958","5,152","7,542","7,320","11,145","12,099","6,954","5,910","4,044","3,290","74,552",£000s
2015,Economic Impact,Food & Drink,Food & Drink,"3,290","4,147","5,287","8,639","10,012","9,534","11,192","11,971","10,314","7,226","4,672","3,756","90,042",£000s
2015,Economic Impact,Recreation,Recreation,"1,241","1,577","1,998","3,400","4,011","3,821","4,437","4,802","4,159","2,760","1,781","1,413","35,400",£000s
2015,Economic Impact,Shopping,Shopping,"4,059","5,206","6,393","11,218","12,175","11,468","13,808","14,450","12,730","8,926","5,751","4,580","110,763",£000s
2015,Economic Impact,Transport,Transport,"1,707","2,152","2,741","4,626","5,519","5,263","6,092","6,609","5,703","3,768","2,437","1,942","48,558",£000s
2015,Economic Impact,Direct Expenditure,Direct Expenditure,"15,525","19,894","25,653","39,643","47,112","44,888","56,009","59,917","47,832","34,308","22,422","17,977","431,180",£000s
2015,Population,Total,Total,"38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145",Persons
2015,Employment,Serviced Accommodation,Serviced Accommodation,"1,981","2,086","2,258","2,217","2,631","2,584","2,717","2,754","2,452","2,323","2,140","2,053","2,350",FTEs
2015,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,"1,872","1,968","2,298","2,701","3,456","3,462","3,399","3,909","3,520","2,603","2,135","1,955","2,773",FTEs
2015,Employment,SFR,SFR,114,36,46,89,64,50,76,80,46,44,35,99,65,FTEs
2015,Employment,Day Visitor,Day Visitor,"1,204","1,620","1,844","3,622","3,321","3,054","3,982","3,869","3,594","2,688","1,721","1,343","2,655",FTEs
2015,Employment,Direct Employment,Direct Employment,"5,171","5,711","6,446","8,630","9,472","9,150","10,174","10,612","9,612","7,658","6,032","5,449","7,843",FTEs
2015,Employment,Indirect Employment,Indirect Employment,701,897,"1,151","1,817","2,106","2,008","2,519","2,697","2,160","1,565","1,012",810,"1,620",FTEs
2015,Employment,Total,Total,"5,872","6,607","7,597","10,447","11,577","11,158","12,693","13,309","11,772","9,223","7,044","6,259","9,463",FTEs
2015,Employment,Accommodation,Accommodation,"3,259","3,281","3,397","3,455","3,598","3,579","3,590","3,607","3,517","3,446","3,313","3,278","3,443",FTEs
2015,Employment,Food & Drink,Food & Drink,679,856,"1,092","1,784","2,068","1,969","2,311","2,472","2,130","1,492",965,776,"1,550",FTEs
2015,Employment,Recreation,Recreation,311,395,501,852,"1,005",958,"1,112","1,203","1,042",692,446,354,739,FTEs
2015,Employment,Shopping,Shopping,764,980,"1,204","2,112","2,292","2,159","2,599","2,720","2,396","1,680","1,083",862,"1,738",FTEs
2015,Employment,Transport,Transport,157,198,253,427,509,486,562,610,526,348,225,179,373,FTEs
2015,Visitor Days,Serviced Accommodation,Serviced Accommodation,52,69,97,90,137,132,154,157,120,108,78,63,"1,257",000s
2015,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,73,93,145,221,374,376,367,475,389,207,124,90,"2,935",000s
2015,Visitor Days,SFR,SFR,21,7,8,17,12,9,14,15,9,8,7,18,145,000s
2015,Visitor Days,Day Visitor,Day Visitor,299,402,458,899,824,758,988,960,892,667,427,333,"7,907",000s
2015,Visitor Days,Total,Total,445,571,708,"1,226","1,348","1,275","1,524","1,607","1,410",990,635,505,"12,244",000s
2015,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,25,43,54,37,62,53,75,63,77,50,53,51,644,000s
2015,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,8,12,20,34,54,47,53,76,74,38,27,11,453,000s
2015,Visitor Numbers,SFR,SFR,8,3,4,6,5,4,6,6,4,4,3,7,61,000s
2015,Visitor Numbers,Day Visitor,Day Visitor,299,402,458,899,824,758,988,960,892,667,427,333,"7,907",000s
2015,Visitor Numbers,Total,Total,340,460,535,976,946,863,"1,122","1,105","1,047",759,511,401,"9,065",000s
2015,Vehicle Days,Serviced Accommodation,Serviced Accommodation,15,27,40,26,43,41,45,46,35,36,26,19,399,000s
2015,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,21,33,43,58,111,111,100,128,115,55,36,20,832,000s
2015,Vehicle Days,SFR,SFR,6,2,2,5,3,3,4,4,2,2,2,5,41,000s
2015,Vehicle Days,Day Visitor,Day Visitor,71,109,124,202,185,195,222,216,212,181,116,79,"1,913",000s
2015,Vehicle Days,Total,Total,113,171,209,292,343,350,371,394,364,275,180,123,"3,185",000s
2015,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,7,17,22,11,19,16,22,18,22,16,18,15,205,000s
2015,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,2,4,6,9,16,14,14,20,22,10,8,2,128,000s
2015,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2015,Vehicle Numbers,Day Visitor,Day Visitor,71,109,124,202,185,195,222,216,212,181,116,79,"1,913",000s
2015,Vehicle Numbers,Total,Total,83,131,153,224,223,226,260,256,257,209,143,99,"2,263",000s
2015,Accommodation,Serviced Accommodation,Serviced Accommodation,"6,056","6,063","6,101","6,105","6,105","6,105","6,105","6,105","6,105","6,105","6,085","6,070","6,105",Bed Spaces
2015,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"12,665","13,302","18,729","22,124","22,269","22,269","22,269","22,158","22,240","21,394","15,073","13,489","22,269",Bed Spaces
2015,Accommodation,Total,Total,"18,721","19,365","24,830","28,229","28,374","28,374","28,374","28,263","28,345","27,499","21,157","19,559","28,374",Bed Spaces
2015,Economic Impact,Total,Total,"20,776","26,616","34,283","53,261","62,895","59,938","74,889","80,131","64,025","46,038","30,006","24,047","576,905",£000s
2016,Economic Impact,Indirect Expenditure,Indirect Expenditure,"5,366","6,874","8,672","13,991","15,992","15,314","19,351","20,553","16,393","11,593","7,654","6,566","148,319",£000s
2016,Economic Impact,Direct Revenue,Direct Revenue,"13,185","16,907","21,433","33,929","39,693","37,960","47,840","50,708","40,210","28,128","18,818","16,234","365,045",£000s
2016,Economic Impact,VAT,VAT,"2,637","3,381","4,287","6,786","7,939","7,592","9,568","10,142","8,042","5,626","3,764","3,247","73,009",£000s
2016,Economic Impact,Serviced Accommodation,Serviced Accommodation,"5,241","6,992","9,831","9,480","13,905","13,124","18,182","17,946","11,407","10,100","7,934","7,324","131,465",£000s
2016,Economic Impact,Non-Serviced Accommodation,Non-Serviced Accommodation,"4,262","5,332","8,221","12,486","19,977","19,597","22,881","28,473","20,332","11,354","7,084","5,487","165,484",£000s
2016,Economic Impact,SFR,SFR,"1,007",316,399,788,559,435,669,701,400,377,311,886,"6,847",£000s
2016,Economic Impact,Day Visitor,Day Visitor,"10,679","14,524","15,941","31,952","29,182","27,710","35,027","34,282","32,506","23,515","14,906","12,351","282,576",£000s
2016,Economic Impact,Accommodation,Accommodation,"2,651","3,494","4,955","5,376","7,487","7,152","11,590","12,245","6,626","5,564","4,059","3,667","74,867",£000s
2016,Economic Impact,Food & Drink,Food & Drink,"3,369","4,246","5,314","8,863","10,167","9,732","11,429","12,155","10,488","7,172","4,719","4,047","91,700",£000s
2016,Economic Impact,Recreation,Recreation,"1,270","1,616","2,004","3,482","4,074","3,905","4,529","4,882","4,239","2,745","1,797","1,517","36,061",£000s
2016,Economic Impact,Shopping,Shopping,"4,149","5,349","6,411","11,471","12,362","11,800","14,073","14,713","13,052","8,903","5,786","4,919","112,987",£000s
2016,Economic Impact,Transport,Transport,"1,746","2,202","2,748","4,737","5,602","5,371","6,219","6,714","5,805","3,744","2,458","2,084","49,430",£000s
2016,Economic Impact,Direct Expenditure,Direct Expenditure,"15,822","20,289","25,719","40,714","47,632","45,552","57,408","60,850","48,252","33,753","22,582","19,481","438,054",£000s
2016,Population,Total,Total,"38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145","38,145",Persons
2016,Employment,Serviced Accommodation,Serviced Accommodation,"1,924","2,024","2,199","2,177","2,559","2,507","2,678","2,665","2,318","2,218","2,082","2,035","2,282",FTEs
2016,Employment,Non-Serviced Accommodation,Non-Serviced Accommodation,"1,895","1,988","2,319","2,744","3,492","3,459","3,451","3,938","3,519","2,603","2,164","1,999","2,798",FTEs
2016,Employment,SFR,SFR,115,36,45,90,64,50,76,80,46,43,35,101,65,FTEs
2016,Employment,Day Visitor,Day Visitor,"1,200","1,632","1,791","3,590","3,279","3,114","3,936","3,852","3,653","2,642","1,675","1,388","2,646",FTEs
2016,Employment,Direct Employment,Direct Employment,"5,133","5,680","6,355","8,601","9,394","9,130","10,141","10,535","9,535","7,507","5,956","5,523","7,791",FTEs
2016,Employment,Indirect Employment,Indirect Employment,701,898,"1,133","1,828","2,089","2,001","2,528","2,685","2,142","1,514","1,000",858,"1,615",FTEs
2016,Employment,Total,Total,"5,834","6,578","7,488","10,429","11,483","11,131","12,669","13,220","11,676","9,021","6,956","6,381","9,405",FTEs
2016,Employment,Accommodation,Accommodation,"3,218","3,239","3,359","3,412","3,553","3,544","3,563","3,561","3,444","3,404","3,272","3,237","3,401",FTEs
2016,Employment,Food & Drink,Food & Drink,681,859,"1,074","1,792","2,056","1,968","2,311","2,458","2,121","1,450",954,818,"1,545",FTEs
2016,Employment,Recreation,Recreation,312,397,492,854,"1,000",958,"1,111","1,198","1,040",674,441,372,737,FTEs
2016,Employment,Shopping,Shopping,765,986,"1,182","2,114","2,279","2,175","2,594","2,712","2,406","1,641","1,067",907,"1,736",FTEs
2016,Employment,Transport,Transport,158,199,248,428,506,485,562,606,524,338,222,188,372,FTEs
2016,Visitor Days,Serviced Accommodation,Serviced Accommodation,52,69,97,93,136,128,155,153,112,100,78,70,"1,244",000s
2016,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,76,95,148,230,383,375,379,483,389,205,128,98,"2,990",000s
2016,Visitor Days,SFR,SFR,21,7,8,17,12,9,14,15,9,8,7,19,146,000s
2016,Visitor Days,Day Visitor,Day Visitor,300,408,448,898,820,779,984,964,914,661,419,347,"7,942",000s
2016,Visitor Days,Total,Total,450,579,702,"1,238","1,351","1,292","1,533","1,614","1,424",974,632,534,"12,322",000s
2016,Visitor Numbers,Serviced Accommodation,Serviced Accommodation,26,43,50,40,60,51,75,57,70,44,52,57,625,000s
2016,Visitor Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,9,12,21,34,55,50,54,72,62,33,22,13,437,000s
2016,Visitor Numbers,SFR,SFR,9,3,4,6,5,4,6,6,4,4,3,7,61,000s
2016,Visitor Numbers,Day Visitor,Day Visitor,300,408,448,898,820,779,984,964,914,661,419,347,"7,942",000s
2016,Visitor Numbers,Total,Total,344,467,522,979,940,885,"1,119","1,097","1,050",742,496,423,"9,065",000s
2016,Vehicle Days,Serviced Accommodation,Serviced Accommodation,15,27,40,27,43,40,45,45,33,33,27,21,397,000s
2016,Vehicle Days,Non-Serviced Accommodation,Non-Serviced Accommodation,22,34,44,61,113,111,103,130,115,55,37,22,846,000s
2016,Vehicle Days,SFR,SFR,6,2,2,5,3,3,4,4,2,2,2,5,41,000s
2016,Vehicle Days,Day Visitor,Day Visitor,71,111,122,202,185,200,222,217,217,179,114,82,"1,921",000s
2016,Vehicle Days,Total,Total,115,174,207,295,344,354,374,396,367,270,179,131,"3,206",000s
2016,Vehicle Numbers,Serviced Accommodation,Serviced Accommodation,8,17,20,12,19,16,22,16,20,14,18,17,199,000s
2016,Vehicle Numbers,Non-Serviced Accommodation,Non-Serviced Accommodation,3,4,6,9,16,15,15,19,18,9,6,3,123,000s
2016,Vehicle Numbers,SFR,SFR,2,1,1,2,2,1,2,2,1,1,1,2,17,000s
2016,Vehicle Numbers,Day Visitor,Day Visitor,71,111,122,202,185,200,222,217,217,179,114,82,"1,921",000s
2016,Vehicle Numbers,Total,Total,84,133,149,225,221,232,259,254,257,204,139,104,"2,261",000s
2016,Accommodation,Serviced Accommodation,Serviced Accommodation,"5,960","5,967","6,005","6,009","6,009","6,009","6,009","6,009","6,009","6,009","5,989","5,974","6,009",Bed Spaces
2016,Accommodation,Non-Serviced Accommodation,Non-Serviced Accommodation,"12,788","13,428","18,806","22,150","22,294","22,294","22,294","22,183","22,265","21,481","15,209","13,623","22,294",Bed Spaces
2016,Accommodation,Total,Total,"18,748","19,395","24,811","28,159","28,303","28,303","28,303","28,192","28,274","27,490","21,198","19,597","28,303",Bed Spaces
2016,Economic Impact,Total,Total,"21,188","27,163","34,392","54,706","63,624","60,866","76,758","81,402","64,645","45,346","30,236","26,047","586,373",£000s
2017,Economic Impact,Indirect Expenditure,Indirect Expenditure,"5,952","7,582","9,225","15,933","17,994","16,340","21,039","22,344","18,166","13,012","8,362","7,244","163,193",£000s
